Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S23043540,Mallard,Anas platyrhynchos,505,3,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2015-04-25,07:00 AM,eBird - Traveling Count,45,1,2,,2,,,with Bonnie,
S23354763,Mallard,Anas platyrhynchos,505,3,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2015-05-10,08:00 AM,eBird - Traveling Count,60,1,2,,3,,,with Bonnie and Jeffrey,
S23487900,Mallard,Anas platyrhynchos,505,2,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2015-05-17,07:30 AM,eBird - Traveling Count,90,1,2,,2,,,with Bonnie,
S29637528,Mallard,Anas platyrhynchos,505,2,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2016-05-14,09:00 AM,eBird - Traveling Count,60,1,2,,2,,,with Bonnie,
S36795876,Mallard,Anas platyrhynchos,505,3,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2017-05-13,09:45 AM,eBird - Traveling Count,105,1,2,,2,,,with Bonnie,
S86229002,Mallard,Anas platyrhynchos,505,2,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2021-04-24,07:15 AM,eBird - Traveling Count,60,1,2,,2,,,,
S66083574,Mallard,Anas platyrhynchos,505,7,US-MA,Middlesex,L4015620,Peeper's Pond,42.4290674,-71.2041253,2020-03-22,08:45 AM,eBird - Stationary Count,20,1,,,2,,,with Bonnie,
S20218930,Mallard,Anas platyrhynchos,505,2,US-MA,Middlesex,L3120172,Rocky Hill Wildlife Sanctuary,42.5759012,-71.5377975,2014-10-12,04:00 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S20881429,Mallard,Anas platyrhynchos,505,3,US-MA,Middlesex,L617935,Spy Pond,42.4091359,-71.1527824,2014-12-13,02:15 AM,eBird - Traveling Count,30,1,1,,2,,"Two of the three were ""manky"" - blue-green heads, dark brownish wings and body, white throat.",with Bonnie,
S19913841,Mallard,Anas platyrhynchos,505,16,US-NY,New York,L191107,Central Park--Jacqueline Kennedy Onassis Reservoir,40.786003,-73.96196,2014-09-21,09:00 AM,eBird - Traveling Count,20,0,1,,2,,,with Bonnie,
S95492926,Mallard,Anas platyrhynchos,505,6,US-MA,Worcester,L612185,"The Quag, Sterling",42.4166134,-71.7710209,2021-10-02,11:30 AM,eBird - Traveling Count,30,1,1,,1,,,kayaking,
S96782117,Mallard,Anas platyrhynchos,505,6,US-MA,Worcester,L612185,"The Quag, Sterling",42.4166134,-71.7710209,2021-10-27,04:02 PM,eBird - Stationary Count,5,1,,,2,,,Looking out the back window with Bonnie.  Photos this time.,
S109051314,Mallard,Anas platyrhynchos,505,3,US-MA,Worcester,L612185,"The Quag, Sterling",42.4166134,-71.7710209,2022-05-05,08:30 AM,eBird - Traveling Count,60,1,2,,1,,,kayak,
S106716968,Mallard,Anas platyrhynchos,505,8,IT-25,,L1370123,Lago di Garda--Sirmione,45.4973924,10.6061243,2022-04-10,12:45 PM,eBird - Casual Observation,,0,,,4,,,,
S36025573,Mallard/Mexican Duck,Anas platyrhynchos/diazi,526,2,US-NM,Bernalillo,L196306,Rio Grande Nature Center SP,35.13,-106.683,2017-04-16,09:05 AM,eBird - Traveling Count,110,1,2,,2,,,with Bonnie,
S85516072,American Black Duck,Anas rubripes,527,1,US-MA,Berkshire,L207427,"Canoe Meadows Wildlife Sanctuary, Pittsfield",42.42846,-73.232,2021-04-14,07:30 AM,eBird - Traveling Count,90,1,4,,2,,,with Bonnie,
S85448455,American Black Duck,Anas rubripes,527,4,US-MA,Berkshire,L2888966,"Wild Acres Conservation Area, Pittsfield",42.430774,-73.2797098,2021-04-13,07:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S66040969,American Black Duck,Anas rubripes,527,28,US-MA,Essex,L129047,Parker River NWR--Hellcat Dike,42.7411003,-70.7965012,2020-03-21,07:45 AM,eBird - Traveling Count,45,1,5,,2,,,with Bonnie,
S88468316,American Black Duck,Anas rubripes,527,3,US-MA,Essex,L129047,Parker River NWR--Hellcat Dike,42.7411003,-70.7965012,2021-05-18,07:00 AM,eBird - Stationary Count,20,1,,,2,,,,
S18858044,American Black Duck,Anas rubripes,527,1,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2014-06-21,08:00 AM,eBird - Traveling Count,90,1,3.219,,2,,,with Bonnie,
S19160955,American Black Duck,Anas rubripes,527,2,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2014-07-20,07:00 AM,eBird - Traveling Count,60,1,1.609,,2,,,with Bonnie,
S22923947,American Black Duck,Anas rubripes,527,1,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2015-04-18,09:30 AM,eBird - Traveling Count,60,1,2,,2,,,with Bonnie,
S84700756,American Black Duck,Anas rubripes,527,1,US-MA,Worcester,L1268314,Quaboag Pond,42.1969851,-72.069314,2021-04-03,10:40 AM,eBird - Stationary Count,10,1,,,2,,,with Bonnie,
S109051314,American Black Duck,Anas rubripes,527,2,US-MA,Worcester,L612185,"The Quag, Sterling",42.4166134,-71.7710209,2022-05-05,08:30 AM,eBird - Traveling Count,60,1,2,,1,,,kayak,
S93731830,American Black Duck,Anas rubripes,527,1,US-MA,Worcester,L612182,"West Waushacum Pond, Sterling",42.413952,-71.7648411,2021-08-25,06:00 PM,eBird - Traveling Count,50,1,2,,2,,,kayaking with Bonnie,
S43143206,Mallard/Mottled Duck,Anas platyrhynchos/fulvigula,535,2,US-FL,Pinellas,L127329,Sawgrass Lake Park,27.8398,-82.6705,2018-02-24,12:25 PM,eBird - Stationary Count,15,1,,,2,,,with Bonnie,87276491
S66040969,Northern Pintail,Anas acuta,548,13,US-MA,Essex,L129047,Parker River NWR--Hellcat Dike,42.7411003,-70.7965012,2020-03-21,07:45 AM,eBird - Traveling Count,45,1,5,,2,,,with Bonnie,
S66671442,Green-winged Teal,Anas crecca,563,15,US-MA,Essex,L129046,Parker River NWR,42.7639008,-70.8022995,2020-04-05,07:10 AM,eBird - Traveling Count,130,1,8,,2,,,with Bonnie,
S66040969,Green-winged Teal,Anas crecca,563,19,US-MA,Essex,L129047,Parker River NWR--Hellcat Dike,42.7411003,-70.7965012,2020-03-21,07:45 AM,eBird - Traveling Count,45,1,5,,2,,,with Bonnie,
S19970189,Ring-necked Duck,Aythya collaris,623,14,US-MA,Middlesex,L207370,"Fresh Pond, Cambridge",42.383,-71.15,2014-09-28,01:45 AM,eBird - Traveling Count,60,1,3,,2,,"A loose group of small ducks having black heads (some with crowns) grey-black bills (some with distinct white stripes) grey-brown wings, and short, pin-like tails (some black, some brown on top).  Generally uniform appearance - no obvious separation by gender.  At rest, floating in the water.  No dabbling or diving.  One preening / bathing.",with Bonnie,
S20479192,Ring-necked Duck,Aythya collaris,623,54,US-MA,Middlesex,L207370,"Fresh Pond, Cambridge",42.383,-71.15,2014-11-08,02:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S20965132,Ring-necked Duck,Aythya collaris,623,67,US-MA,Middlesex,L207370,"Fresh Pond, Cambridge",42.383,-71.15,2014-12-20,03:15 PM,eBird - Traveling Count,30,1,1,,2,,Mostly adult males.  All had the distinctive white/grey patterned bills.,with Bonnie,
S22923947,Ring-necked Duck,Aythya collaris,623,6,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2015-04-18,09:30 AM,eBird - Traveling Count,60,1,2,,2,,,with Bonnie,
S22798311,Ring-necked Duck,Aythya collaris,623,5,US-MA,Middlesex,L2961070,Middlesex Fells Reservation--Wright's Pond,42.4415681,-71.0999751,2015-04-11,07:30 AM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S20881429,Ring-necked Duck,Aythya collaris,623,5,US-MA,Middlesex,L617935,Spy Pond,42.4091359,-71.1527824,2014-12-13,02:15 AM,eBird - Traveling Count,30,1,1,,2,,,with Bonnie,
S96782117,Ring-necked Duck,Aythya collaris,623,3,US-MA,Worcester,L612185,"The Quag, Sterling",42.4166134,-71.7710209,2021-10-27,04:02 PM,eBird - Stationary Count,5,1,,,2,,,Looking out the back window with Bonnie.  Photos this time.,
S105309605,Ring-necked Duck,Aythya collaris,623,49,US-MA,Worcester,L612185,"The Quag, Sterling",42.4166134,-71.7710209,2022-03-21,01:00 PM,eBird - Stationary Count,15,0,,,2,,,,
S80520827,Greater/Lesser Scaup,Aythya marila/affinis,653,1,US-MD,Dorchester,L13504692,Hyatt Regency Chesapeake Bay,38.5620593,-76.0483932,2021-02-06,10:30 AM,eBird - Traveling Count,98,1,2,,2,,,with Bonnie,
S20479192,Surf Scoter,Melanitta perspicillata,676,1,US-MA,Middlesex,L207370,"Fresh Pond, Cambridge",42.383,-71.15,2014-11-08,02:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S66039215,White-winged Scoter,Melanitta deglandi,678,1,US-MA,Essex,L129084,Sandy Point State Reservation,42.7035658,-70.7790756,2020-03-21,08:40 AM,eBird - Stationary Count,10,1,,,2,,Diving in the shallows,with Bonnie,216922931
S88466308,White-winged Scoter,Melanitta deglandi,678,2,US-MA,Essex,L129084,Sandy Point State Reservation,42.7035658,-70.7790756,2021-05-18,07:30 AM,eBird - Traveling Count,30,1,1,,2,,,Loop from parking lot to road to beach back to parking lot.,
S125414433,Black Scoter,Melanitta americana,684,8,US-FL,Flagler,L575162,River to Sea Preserve,29.6620265,-81.2114096,2023-01-04,02:00 PM,eBird - Traveling Count,50,1,1,,2,,"We watched from the boardwalk as a pair of ducks flew in for a landing on the ocean near a small group maybe 800 feet out from the beach.  They were too distant to identify by 10x binoculars, so I'm relying completely on the photos, and hoping that I have not made a misidentification.  Apologies for the poor quality of the photos - it was cloudy and my camera is less than top-of-the-line.",From oceanside boardwalk to the park across the highway.,520363711 520363721 520363731 520363741 520363751 520363761 520363771 520363781 520363791
S66671442,Long-tailed Duck,Clangula hyemalis,688,1,US-MA,Essex,L129046,Parker River NWR,42.7639008,-70.8022995,2020-04-05,07:10 AM,eBird - Traveling Count,130,1,8,,2,,,with Bonnie,
S80520827,Bufflehead,Bucephala albeola,689,40,US-MD,Dorchester,L13504692,Hyatt Regency Chesapeake Bay,38.5620593,-76.0483932,2021-02-06,10:30 AM,eBird - Traveling Count,98,1,2,,2,,,with Bonnie,
S66671442,Bufflehead,Bucephala albeola,689,6,US-MA,Essex,L129046,Parker River NWR,42.7639008,-70.8022995,2020-04-05,07:10 AM,eBird - Traveling Count,130,1,8,,2,,,with Bonnie,
S66040969,Bufflehead,Bucephala albeola,689,2,US-MA,Essex,L129047,Parker River NWR--Hellcat Dike,42.7411003,-70.7965012,2020-03-21,07:45 AM,eBird - Traveling Count,45,1,5,,2,,,with Bonnie,
S22677099,Bufflehead,Bucephala albeola,689,4,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2015-04-04,10:00 AM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S22677099,Common Goldeneye,Bucephala clangula,690,3,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2015-04-04,10:00 AM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S20857580,Hooded Merganser,Lophodytes cucullatus,700,3,US-MA,Middlesex,L607652,Clay Pit Pond,42.3940672,-71.164434,2014-12-07,01:00 PM,eBird - Traveling Count,15,1,1,,2,,,with Bonnie in search of cackling geese,
S21297968,Hooded Merganser,Lophodytes cucullatus,700,2,US-MA,Middlesex,L607652,Clay Pit Pond,42.3940672,-71.164434,2015-01-11,01:30 PM,eBird - Stationary Count,10,1,,,1,,,,
S22677099,Hooded Merganser,Lophodytes cucullatus,700,2,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2015-04-04,10:00 AM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S22798311,Hooded Merganser,Lophodytes cucullatus,700,2,US-MA,Middlesex,L2961070,Middlesex Fells Reservation--Wright's Pond,42.4415681,-71.0999751,2015-04-11,07:30 AM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S98888686,Hooded Merganser,Lophodytes cucullatus,700,6,US-MA,Worcester,L612185,"The Quag, Sterling",42.4166134,-71.7710209,2021-12-14,03:05 PM,eBird - Stationary Count,10,0,,,1,,,Looking out the back window.,
S64071800,Common Merganser,Mergus merganser,708,6,US-ME,Cumberland,L10674215,"Long Wharf, Portland ME",43.6545837,-70.2510023,2020-02-02,02:30 PM,eBird - Casual Observation,,0,,,2,,,with Bonnie at DiMello's,
S56735183,Common Merganser,Mergus merganser,708,1,US-NY,Fulton,L7644445,Canada Lake,43.1687535,-74.5093632,2019-05-25,09:00 AM,eBird - Traveling Count,240,1,8,,2,,,with Glenny B,
S20881429,Common Merganser,Mergus merganser,708,20,US-MA,Middlesex,L617935,Spy Pond,42.4091359,-71.1527824,2014-12-13,02:15 AM,eBird - Traveling Count,30,1,1,,2,,,with Bonnie,
S66671442,Red-breasted Merganser,Mergus serrator,716,5,US-MA,Essex,L129046,Parker River NWR,42.7639008,-70.8022995,2020-04-05,07:10 AM,eBird - Traveling Count,130,1,8,,2,,,with Bonnie,
S66040969,Red-breasted Merganser,Mergus serrator,716,3,US-MA,Essex,L129047,Parker River NWR--Hellcat Dike,42.7411003,-70.7965012,2020-03-21,07:45 AM,eBird - Traveling Count,45,1,5,,2,,,with Bonnie,
S21684488,Red-breasted Merganser,Mergus serrator,716,7,US-MA,Suffolk,L633223,Fort Point Channel,42.3529624,-71.0506868,2015-02-05,10:10 AM,eBird - Casual Observation,0,0,,,1,,have photos,,
S20479192,Ruddy Duck,Oxyura jamaicensis,724,12,US-MA,Middlesex,L207370,"Fresh Pond, Cambridge",42.383,-71.15,2014-11-08,02:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S21486514,Ruddy Duck,Oxyura jamaicensis,724,1,US-MA,Suffolk,L633223,Fort Point Channel,42.3529624,-71.0506868,2015-01-20,12:00 PM,eBird - Casual Observation,0,0,,,5,,,with Noteflight coworkers,
S21297926,duck sp.,Anatidae (duck sp.),738,2,US-MA,Middlesex,L207370,"Fresh Pond, Cambridge",42.383,-71.15,2015-01-11,01:00 PM,eBird - Traveling Count,20,1,1,,1,,Possibly lesser scaup.,,
S129653449,Gray-headed Chachalaca,Ortalis cinereiceps,804,16,CR-C,,L468901,Rancho Naturalista,9.83193,-83.5638,2023-02-25,03:30 PM,eBird - Stationary Count,60,1,,,11,,,with Naturalist Journeys group,
S129762552,Gray-headed Chachalaca,Ortalis cinereiceps,804,8,CR-C,,L468901,Rancho Naturalista,9.83193,-83.5638,2023-02-26,06:10 AM,eBird - Traveling Count,225,1,3,,7,,,at ranch and on trails with Naturalist Journeys group,
S130018294,Crested Guan,Penelope purpurascens,855,1,CR-C,,L2068053,Guayabo National Monument,9.9720523,-83.6903286,2023-02-27,09:27 AM,eBird - Traveling Count,100,1,3,,12,,,with Naturalist Journeys group,
S130027804,Crested Guan,Penelope purpurascens,855,1,CR-H,,L2881930,La Selva (OTS Reserve)--Road to Puerto Viejo River,10.4390267,-84.0076017,2023-02-28,08:16 AM,eBird - Traveling Count,135,1,3,,13,,,with Naturalist Journeys group and local guides,
S129762552,Crested Guan,Penelope purpurascens,855,1,CR-C,,L468901,Rancho Naturalista,9.83193,-83.5638,2023-02-26,06:10 AM,eBird - Traveling Count,225,1,3,,7,,,at ranch and on trails with Naturalist Journeys group,
S129560400,Black Guan,Chamaepetes unicolor,879,1,CR-SJ,,L501858,Savegre Hotel,9.5505389,-83.8075056,2023-02-24,08:30 AM,eBird - Traveling Count,240,1,5,,11,,,With Naturalist Journeys group,
S129529768,Black Guan,Chamaepetes unicolor,879,2,CR-SJ,,L721363,Trogón Lodge,9.5767781,-83.8000846,2023-02-24,06:10 AM,eBird - Stationary Count,40,1,,,11,,,"with the Naturalist Journeys tour group, in search of quetzals",
S23178806,Wild Turkey,Meleagris gallopavo,1207,2,US-MA,Essex,L129084,Sandy Point State Reservation,42.7035658,-70.7790756,2015-05-02,08:15 AM,eBird - Traveling Count,135,1,10,,2,,,with Bonnie,
S23711352,Wild Turkey,Meleagris gallopavo,1207,3,US-MA,Essex,L129084,Sandy Point State Reservation,42.7035658,-70.7790756,2015-05-30,08:15 AM,eBird - Traveling Count,130,1,9,,3,,,with Corinne and Bonnie,
S19044857,Wild Turkey,Meleagris gallopavo,1207,2,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2014-05-31,08:00 AM,eBird - Traveling Count,75,1,1.609,,2,,got photos,with Bonnie,
S23043540,Wild Turkey,Meleagris gallopavo,1207,3,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2015-04-25,07:00 AM,eBird - Traveling Count,45,1,2,,2,,,with Bonnie,
S23487900,Wild Turkey,Meleagris gallopavo,1207,2,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2015-05-17,07:30 AM,eBird - Traveling Count,90,1,2,,2,,,with Bonnie,
S29637528,Wild Turkey,Meleagris gallopavo,1207,4,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2016-05-14,09:00 AM,eBird - Traveling Count,60,1,2,,2,,,with Bonnie,
S36795876,Wild Turkey,Meleagris gallopavo,1207,1,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2017-05-13,09:45 AM,eBird - Traveling Count,105,1,2,,2,,,with Bonnie,
S44819846,Wild Turkey,Meleagris gallopavo,1207,1,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2018-04-22,08:10 AM,eBird - Traveling Count,90,1,3,,2,,"Flying above pond, failed attempt to perch in tree, landed in the brush!",with Bonnie,
S29581562,Ruffed Grouse,Bonasa umbellus,1216,1,US-NH,Grafton,L2284900,"Cardigan Mountain SP, Orange",43.6445227,-71.9401932,2016-05-11,11:45 AM,eBird - Casual Observation,0,0,,,2,,crossing the road,with Jeffrey,
S47496900,Ring-necked Pheasant,Phasianus colchicus,1404,2,GB-SCT,Dumfries and Galloway,L5836237,Logan Botanic Garden,54.7418876,-4.9587889,2018-07-28,12:53 PM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,108903551
S100851590,Pied-billed Grebe,Podilymbus podiceps,1813,2,US-FL,Flagler,L3541536,Betty Steflick Memorial Preserve,29.4766984,-81.1335809,2022-01-15,02:15 PM,eBird - Traveling Count,100,1,2,,2,,,Walking the boardwalk,
S126614118,Pied-billed Grebe,Podilymbus podiceps,1813,1,US-FL,Flagler,L3541536,Betty Steflick Memorial Preserve,29.4766984,-81.1335809,2023-01-20,01:40 PM,eBird - Traveling Count,50,1,2,,2,,,,
S43143206,Pied-billed Grebe,Podilymbus podiceps,1813,1,US-FL,Pinellas,L127329,Sawgrass Lake Park,27.8398,-82.6705,2018-02-24,12:25 PM,eBird - Stationary Count,15,1,,,2,,,with Bonnie,
S100936507,Horned Grebe,Podiceps auritus,1824,1,US-FL,Flagler,L17466082,Bird of Paradise Nature Preserve,29.5923453,-81.245696,2022-01-17,01:00 PM,eBird - Traveling Count,20,1,0.5,,2,,,,
S20479192,Horned Grebe,Podiceps auritus,1824,1,US-MA,Middlesex,L207370,"Fresh Pond, Cambridge",42.383,-71.15,2014-11-08,02:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S106716968,Great Crested Grebe,Podiceps cristatus,1830,6,IT-25,,L1370123,Lago di Garda--Sirmione,45.4973924,10.6061243,2022-04-10,12:45 PM,eBird - Casual Observation,,0,,,4,,,,
S47496612,Rock Pigeon,Columba livia,1856,1,GB-SCT,Dumfries and Galloway,L4574826,Mull of Galloway RSPB Reserve,54.635896,-4.855442,2018-07-28,10:18 AM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S54974506,Rock Pigeon,Columba livia,1856,2,IT-62,,L9049862,Hadrian's Villa,41.9428295,12.774353,2019-04-14,09:30 AM,eBird - Casual Observation,,0,,,2,,,with Bonnie,
S105626150,Rock Pigeon,Columba livia,1856,8,IT-75,,L18259010,Villa Comunale di Trani,41.2787901,16.4243782,2022-03-26,04:00 PM,eBird - Casual Observation,,0,,,2,,,,
S29185375,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1871,1,US-GA,Chatham,L788729,Tybee Island--North Beach,32.0270701,-80.8530664,2016-04-23,11:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S33390106,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1871,20,PT-11,Lisboa,L1497757,Jardins da Fundação Calouste Gulbenkian,38.7372396,-9.1533645,2016-12-31,07:30 AM,eBird - Casual Observation,0,0,,,2,,,vacationing with Bonnie,
S18874045,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1871,6,US-MA,Middlesex,L2935771,Concord River,42.4672852,-71.351223,2014-06-22,10:00 AM,eBird - Traveling Count,120,1,6.437,,2,,,Kayak with Bonnie,
S126263380,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1871,10,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-15,02:00 PM,eBird - Traveling Count,70,1,2,,2,,,"Huge congregation of terns, gulls and shorebirds at a central sandbar.",
S127124207,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1871,1,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-24,02:05 PM,eBird - Traveling Count,60,1,3,,2,,,Multiple huge congregations on the beaches,
S126992192,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1871,7,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-26,04:20 PM,eBird - Traveling Count,45,1,2,,2,,,,
S47481980,Common Wood-Pigeon,Columba palumbus,1888,4,GB-SCT,South Ayrshire,L1131835,Culzean Castle,55.3543305,-4.7859192,2018-07-27,05:10 PM,eBird - Traveling Count,36,1,2,,2,,,with Bonnie,
S129404700,Red-billed Pigeon,Patagioenas flavirostris,1959,2,CR-H,,L487975,Hotel Bougainvillea,9.9809389,-84.0789163,2023-02-22,03:00 PM,eBird - Traveling Count,120,1,0.5,,9,,,With Naturalist Journeys,
S129653449,Red-billed Pigeon,Patagioenas flavirostris,1959,6,CR-C,,L468901,Rancho Naturalista,9.83193,-83.5638,2023-02-25,03:30 PM,eBird - Stationary Count,60,1,,,11,,,with Naturalist Journeys group,
S129762552,Red-billed Pigeon,Patagioenas flavirostris,1959,8,CR-C,,L468901,Rancho Naturalista,9.83193,-83.5638,2023-02-26,06:10 AM,eBird - Traveling Count,225,1,3,,7,,,at ranch and on trails with Naturalist Journeys group,
S130027804,Short-billed Pigeon,Patagioenas nigrirostris,2001,1,CR-H,,L2881930,La Selva (OTS Reserve)--Road to Puerto Viejo River,10.4390267,-84.0076017,2023-02-28,08:16 AM,eBird - Traveling Count,135,1,3,,13,,,with Naturalist Journeys group and local guides,
S47496900,Eurasian Collared-Dove,Streptopelia decaocto,2033,2,GB-SCT,Dumfries and Galloway,L5836237,Logan Botanic Garden,54.7418876,-4.9587889,2018-07-28,12:53 PM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S35930186,Eurasian Collared-Dove,Streptopelia decaocto,2033,1,IT-62,,L5692469,Agriturismo le grotte,41.7230595,12.7043581,2017-04-01,10:09 AM,eBird - Casual Observation,0,0,,,2,,,with Corinne,54385861
